Date,SKSW20 BGN Curncy,SKSW15 BGN Curncy,SKSW1 BGN Curncy,SKSW30 BGN Curncy,SKSW3 BGN Curncy,SKSW2 BGN Curncy,SKSW10 BGN Curncy,SKSW5 BGN Curncy,USSW10 BGN Curncy,USSW1 BGN Curncy,USSW5 BGN Curncy,USSW30 BGN Curncy,USSW15 BGN Curncy,USSW3 BGN Curncy,USSW2 BGN Curncy,USSW20 BGN Curncy,ADSW3 BGN Curncy,ADSW2 BGN Curncy,ADSW10 BGN Curncy,ADSW5 BGN Curncy,ADSW20 BGN Curncy,ADSW1 BGN Curncy,ADSW15 BGN Curncy,ADSW30 BGN Curncy,NKSW1 BGN Curncy,NKSW10 BGN Curncy,NKSW20 BGN Curncy,NKSW5 BGN Curncy,NKSW15 BGN Curncy,NKSW3 BGN Curncy,NKSW2 BGN Curncy,NKSW30 BGN Curncy,DKSW10 BGN Curncy,DKSW1 BGN Curncy,DKSW30 BGN Curncy,DKSW2 BGN Curncy,DKSW3 BGN Curncy,DKSW20 BGN Curncy,DKSW15 BGN Curncy,DKSW5 BGN Curncy,CDSW30 BGN Curncy,CDSW5 BGN Curncy,CDSW2 BGN Curncy,CDSW3 BGN Curncy,CDSW20 BGN Curncy,CDSW15 BGN Curncy,CDSW10 BGN Curncy,CDSW1 BGN Curncy,JYSO3 BGN Curncy,JYSO2 BGN Curncy,JYSO5 BGN Curncy,JYSO10 BGN Curncy,JYSO15 BGN Curncy,JYSO1 BGN Curncy,JYSO20 BGN Curncy,JYSO30 BGN Curncy,EUSA3 BGN Curncy,EUSA2 BGN Curncy,EUSA30 BGN Curncy,EUSA5 BGN Curncy,EUSA15 BGN Curncy,EUSA20 BGN Curncy,EUSA1 BGN Curncy,EUSA10 BGN Curncy
2016-08-31,1.2725,1.0375,-0.547,1.4325,-0.3485,-0.463,0.6055,-0.0755,1.4472,0.966,1.2205,1.6982,1.5808,1.113,1.0523,1.6532,1.794,1.799,2.04,1.8225,2.32875,1.854,2.2125,2.40375,1.202,1.36,1.575,1.128,1.505,1.1059,1.132,1.63,0.58,-0.0346,1.035,-0.0095,0.0275,1.0056,0.867,0.1315,1.5465,0.9695,0.9262,0.938,1.6314,1.527,1.2463,0.9096,-0.2144,-0.211,-0.19375,-0.08,0.07625,-0.172,0.195,0.26875,-0.195,-0.21,0.743,-0.123,0.5873,0.714,-0.203,0.289
2016-09-30,1.3275,1.0725,-0.51,1.4825,-0.33,-0.4345,0.628,-0.0696,1.4558,0.946,1.1808,1.779,1.626,1.068,1.013,1.7171,1.847,1.854,2.1425,1.93,2.4375,1.899,2.342,2.53125,1.271,1.475,1.698,1.25,1.625,1.205,1.213,1.76,0.555,-0.0252,1.0215,-0.02,0.0075,0.9907,0.8705,0.115,1.584,0.961,0.882,0.9035,1.653,1.5372,1.251,0.878,-0.245,-0.225,-0.238,-0.12125,0.045,-0.157,0.1681,0.255,-0.217,-0.222,0.766,-0.14,0.5928,0.722,-0.207,0.272
2016-10-31,1.485,1.243,-0.541,1.643,-0.3535,-0.4735,0.7915,-0.0255,1.684,0.989,1.3323,2.0375,1.8735,1.1621,1.08,1.9718,2.043,1.986,2.4525,2.1725,2.7375,1.962,2.635,2.8225,1.22,1.6503,1.835,1.352,1.78,1.2353,1.215,1.925,0.7775,-0.0081,1.25,0.0372,0.1005,1.219,1.095,0.2595,1.817,1.0352,0.9004,0.942,1.8825,1.774,1.446,0.884,-0.15,-0.1288,-0.15916,-0.09,0.07112,-0.0897,0.205,0.31368,-0.1165,-0.16,1.0,0.0114,0.832,0.961,-0.194,0.504
2016-11-30,1.75,1.505,-0.54,1.905,-0.2565,-0.4215,1.0585,0.165,2.2143,1.1035,1.817,2.4945,2.381,1.5195,1.3197,2.4555,2.26,2.124,2.8985,2.5175,3.20875,2.024,3.115,3.2525,1.294,1.94,2.131,1.55,2.075,1.3621,1.295,2.195,0.955,0.002,1.495,0.0525,0.119,1.443,1.296,0.3295,2.207,1.3289,1.0226,1.132,2.253,2.142,1.812,0.925,-0.07125,-0.0725,-0.07125,-0.01625,0.14375,-0.069,0.29,0.41,-0.0998,-0.158,1.229,0.087,1.03,1.174,-0.199,0.683
2016-12-30,1.821,1.572,-0.483,1.976,-0.15,-0.34,1.097,0.257,2.3367,1.1883,1.9752,2.5915,2.4975,1.6854,1.459,2.562,2.374,2.235,2.995,2.625,3.3225,2.098,3.2175,3.3625,1.301,1.951,2.175,1.555,2.105,1.349,1.276,2.225,0.929,-0.027,1.4943,0.0345,0.114,1.4371,1.29,0.3275,2.323,1.4616,1.1011,1.243,2.3792,2.259,1.926,0.975,-0.07,-0.0625,-0.0625,0.00875,0.19625,-0.04836,0.37749,0.5225,-0.1,-0.1605,1.2355,0.077,1.028,1.175,-0.202,0.6605
2017-01-31,1.995,1.753,-0.464,2.153,-0.0435,-0.2675,1.275,0.422,2.364,1.245,1.987,2.642,2.5345,1.7017,1.4975,2.608,2.271,2.141,2.965,2.53,3.295,2.033,3.2005,3.385,1.21,2.04,2.245,1.6,2.195,1.375,1.285,2.29,1.0975,-0.0399,1.71,0.035,0.15,1.637,1.48,0.423,2.439,1.469,1.1002,1.2359,2.461,2.33,1.98,0.992,-0.01875,-0.025,-0.00125,0.07875,0.26125,-0.0325,0.44875,0.58375,-0.055,-0.155,1.44,0.188,1.204,1.364,-0.218,0.823
2017-02-28,1.797,1.545,-0.462,1.957,-0.138,-0.3135,1.0665,0.2395,2.3738,1.358,2.0471,2.6275,2.5315,1.7975,1.6105,2.6005,2.327,2.152,3.015,2.601,3.3675,2.021,3.266,3.4375,1.24,1.94,2.15,1.555,2.103,1.37,1.2896,2.19,0.905,-0.0768,1.5413,-0.0295,0.0525,1.464,1.2995,0.2725,2.331,1.4275,1.0892,1.223,2.3538,2.215,1.872,0.988,-0.0275,-0.03125,-0.0075,0.075,0.26,-0.03375,0.4356,0.5619,-0.103,-0.167,1.306,0.078,1.055,1.224,-0.215,0.6685
2017-03-31,1.79,1.55,-0.434,1.93,-0.061,-0.2705,1.1115,0.334,2.3837,1.3836,2.0523,2.645,2.5443,1.8066,1.618,2.615,2.273,2.142,2.97,2.5225,3.335,2.018,3.21125,3.3975,1.091,1.915,2.108,1.495,2.068,1.2751,1.175,2.1475,1.02,-0.0659,1.6375,0.0255,0.1395,1.555,1.3978,0.3895,2.374,1.463,1.11,1.244,2.395,2.244,1.902,0.9878,-0.025,-0.029,0.001,0.095,0.2825,-0.03192,0.455,0.58,-0.035,-0.135,1.3895,0.1835,1.142,1.303,-0.2173,0.766
2017-04-28,1.7575,1.525,-0.453,1.8625,-0.0875,-0.2875,1.0905,0.297,2.2543,1.3875,1.9323,2.5162,2.4144,1.7205,1.5725,2.4844,2.19,2.058,2.85,2.4125,3.2125,1.958,3.09625,3.285,1.131,1.92,2.125,1.52,2.075,1.295,1.195,2.175,1.046,-0.0611,1.6509,0.03,0.1475,1.5779,1.42,0.4125,2.3005,1.3633,1.0734,1.1809,2.2794,2.121,1.7815,0.975,-0.06475,-0.06375,-0.05375,0.03125,0.2056,-0.06,0.3663,0.48882,-0.036,-0.141,1.413,0.192,1.168,1.332,-0.228,0.789
2017-05-31,1.6995,1.453,-0.476,1.7925,-0.145,-0.331,1.0255,0.228,2.146,1.3568,1.8286,2.4234,2.3115,1.6385,1.5105,2.386,1.968,1.883,2.66625,2.2075,3.0125,1.826,2.91375,3.11375,1.05,1.825,2.04,1.4,1.985,1.1995,1.115,2.09,1.025,-0.0595,1.6875,0.0133,0.12,1.5984,1.425,0.3725,2.2159,1.3248,1.0496,1.1543,2.2277,2.0661,1.74,0.945,-0.045,-0.048,-0.02875,0.0463,0.2106,-0.05375,0.3725,0.5025,-0.0749,-0.162,1.451,0.1643,1.18,1.358,-0.237,0.782
2017-06-30,1.9025,1.68,-0.4577,2.0075,-0.0045,-0.2355,1.233,0.43,2.2805,1.4565,1.9572,2.5375,2.434,1.7506,1.6178,2.505,2.216,2.06,2.91375,2.4975,3.25625,1.906,3.14375,3.32625,1.02,1.96,2.162,1.5,2.127,1.248,1.125,2.162,1.1388,-0.0424,1.77,0.0625,0.2005,1.6875,1.518,0.4845,2.39,1.751,1.424,1.555,2.479,2.36,2.085,1.2678,-0.04125,-0.04625,-0.02,0.065,0.23375,-0.0525,0.39125,0.535,0.0018,-0.1255,1.536,0.2755,1.281,1.4505,-0.2345,0.9005
2017-07-31,1.9375,1.723,-0.42,2.045,0.002,-0.2245,1.2975,0.468,2.2485,1.4588,1.9075,2.5564,2.4256,1.715,1.599,2.5087,2.157,2.01,2.875,2.4325,3.2485,1.868,3.1225,3.325,1.008,2.015,2.235,1.55,2.202,1.275,1.1275,2.235,1.1775,-0.0647,1.8365,0.0365,0.1735,1.7528,1.5784,0.4875,2.653,1.962,1.6261,1.7617,2.6885,2.5665,2.307,1.485,-0.03746,-0.0475,-0.00824,0.07029,0.2394,-0.055,0.4063,0.565,-0.0218,-0.153,1.614,0.28,1.3468,1.521,-0.2481,0.9503
2017-08-31,1.7855,1.565,-0.416,1.895,-0.021,-0.225,1.1565,0.38,2.066,1.4386,1.7614,2.3815,2.2424,1.617,1.5345,2.3279,2.262,2.121,2.8175,2.4625,3.1538,1.972,3.04,3.2265,0.955,1.86,2.092,1.41,2.057,1.1911,1.075,2.092,0.9975,-0.1247,1.665,-0.0375,0.075,1.575,1.4,0.3378,2.4464,1.8595,1.6112,1.71,2.4984,2.3909,2.141,1.505,-0.0531,-0.05526,-0.03795,0.03375,0.215,-0.058,0.39125,0.56375,-0.0908,-0.1885,1.4713,0.161,1.193,1.3733,-0.26,0.792
2017-09-29,1.895,1.678,-0.406,2.005,0.035,-0.1875,1.263,0.46,2.2902,1.566,2.0139,2.5331,2.432,1.8565,1.742,2.5001,2.352,2.201,2.9975,2.595,3.3125,2.017,3.2225,3.3725,0.941,1.95,2.1875,1.49,2.145,1.225,1.085,2.215,1.1,-0.1353,1.775,-0.0375,0.098,1.68,1.5075,0.4175,2.64,2.1084,1.8736,1.9787,2.684,2.577,2.362,1.7104,-0.035,-0.04625,-5e-05,0.0975,0.27216,-0.057,0.449,0.63894,-0.0435,-0.1655,1.5947,0.2493,1.312,1.496,-0.2555,0.909
2017-10-31,1.795,1.58,-0.43,1.9,-0.041,-0.245,1.16,0.365,2.3512,1.6403,2.0894,2.5908,2.4923,1.9347,1.8195,2.559,2.194,2.076,2.855,2.44,3.19,1.93,3.09,3.2425,0.945,1.922,2.16,1.465,2.125,1.2097,1.07,2.19,1.0299,-0.1422,1.7213,-0.065,0.065,1.6205,1.4404,0.358,2.5499,2.0084,1.7553,1.866,2.599,2.497,2.2835,1.608,-0.005,-0.0175,0.02875,0.13375,0.3206,-0.0325,0.5006,0.68712,-0.0841,-0.1975,1.539,0.1946,1.242,1.4307,-0.2658,0.835
2017-11-30,1.755,1.542,-0.441,1.855,-0.0315,-0.2425,1.118,0.3605,2.4053,1.7843,2.1987,2.6005,2.524,2.078,1.9716,2.5817,2.165,2.062,2.7275,2.355,3.0525,1.95,2.95125,3.1113,0.925,1.8283,2.068,1.385,2.033,1.155,1.035,2.1,1.01,-0.1413,1.667,-0.0575,0.085,1.568,1.3925,0.3954,2.4728,1.9929,1.7722,1.878,2.531,2.43,2.234,1.611,-0.009,-0.019,0.025,0.1425,0.33,-0.032,0.5025,0.6825,-0.045,-0.1805,1.5,0.2235,1.215,1.3948,-0.26,0.8295
2017-12-29,1.835,1.6225,-0.358,1.9,0.078,-0.1499,1.2025,0.499,2.397,1.8982,2.2437,2.541,2.4912,2.168,2.0738,2.5331,2.323,2.19,2.799,2.5015,3.094,2.029,3.001,3.1425,0.988,1.945,2.177,1.543,2.142,1.28,1.127,2.19,1.049,-0.147,1.655,-0.0345,0.136,1.5775,1.4175,0.4556,2.536,2.2504,2.0505,2.1538,2.6122,2.5392,2.397,1.666,-0.00875,-0.0225,0.02125,0.1425,0.33,-0.032,0.4975,0.67125,0.013,-0.1498,1.5005,0.316,1.249,1.4165,-0.2573,0.8863
2018-01-31,1.938,1.76,-0.35,2.023,0.1795,-0.093,1.3995,0.6715,2.7347,2.0957,2.5899,2.8127,2.8035,2.4679,2.3315,2.8288,2.355,2.18,2.975,2.6075,3.2475,1.993,3.18125,3.24,1.024,2.175,2.395,1.76,2.355,1.43,1.23,2.415,1.214,-0.1454,1.691,-0.0051,0.202,1.655,1.525,0.6052,2.721,2.4597,2.205,2.334,2.7894,2.75,2.641,,0.005,-0.01037,0.04375,0.17,0.3525,-0.03,0.51773,0.68569,0.0831,-0.126,1.556,0.4745,1.378,1.5145,-0.2645,1.0685
2018-02-28,1.87,1.694,-0.4025,1.9545,0.0765,-0.178,1.3175,0.5425,2.8775,2.3168,2.7518,2.9463,2.9456,2.6497,2.5338,2.9675,2.347,2.191,2.939,2.5787,3.214,2.024,3.1425,3.2188,1.191,2.34,2.558,1.925,2.518,1.595,1.4,2.59,1.262,-0.1287,1.7677,0.0082,0.2129,1.735,1.593,0.6012,2.7,2.411,2.158,2.2812,2.749,2.713,2.585,,-0.00375,-0.015,0.02875,0.145,0.31375,-0.0325,0.47125,0.6144,0.0785,-0.1212,1.6035,0.4545,1.4165,1.56,-0.2525,1.083
2018-03-30,1.738,1.563,-0.35,1.8125,0.075,-0.155,1.2125,0.5,2.7765,2.4203,2.7059,2.8237,2.8314,2.659,2.5815,2.8485,2.33,2.223,2.82375,2.51875,3.05875,2.125,2.99375,3.04375,1.321,2.235,2.42,1.91,2.38,1.665,1.507,2.453,1.142,-0.1361,1.6311,-0.026,0.157,1.5975,1.4679,0.5125,2.5984,2.3703,2.1668,2.279,2.6292,2.598,2.503,,-0.0075,-0.01875,0.025,0.1431,0.31129,-0.03375,0.46653,0.6238,0.0172,-0.157,1.484,0.3642,1.299,1.4422,-0.2614,0.963
2018-04-30,1.761,1.6,-0.362,1.835,0.073,-0.1645,1.253,0.528,2.9865,2.5509,2.9146,3.0168,3.0339,2.8426,2.7494,3.0479,2.383,2.283,2.926,2.61,3.1588,2.163,3.1075,3.131,1.312,2.258,2.45,1.91,2.41,1.643,1.485,2.465,1.1695,-0.1173,1.6797,-0.002,0.181,1.642,1.501,0.5349,2.77,2.52,2.2547,2.3892,2.805,2.7758,2.67,,-0.0019,-0.017,0.02875,0.15125,0.3275,-0.0363,0.485,0.65,0.034,-0.1434,1.521,0.3865,1.324,1.474,-0.2571,0.9905
2018-05-31,1.6695,1.5135,-0.352,1.735,0.046,-0.1615,1.157,0.4335,2.9121,2.5257,2.831,2.9382,2.9612,2.7706,2.6953,2.9707,2.324,2.215,2.8863,2.55687,3.1213,2.12,3.06,3.0825,1.228,2.145,2.325,1.76,2.29,1.5,1.3625,2.335,1.0467,-0.1107,1.5974,-0.016,0.1184,1.5483,1.3961,0.4372,2.6317,2.4971,2.261,2.384,2.697,2.691,2.618,,-0.013,-0.02741,0.019,0.145,0.3175,-0.0406,0.4725,0.6325,0.0008,-0.1367,1.4657,0.3005,1.2475,1.4045,-0.231,0.901
2018-06-29,1.648,1.5,-0.325,1.715,0.044,-0.158,1.1205,0.4115,2.9347,2.6069,2.891,2.933,2.9681,2.859,2.7935,2.9672,2.281,2.235,2.835,2.5025,3.07625,2.1825,3.005,3.03125,1.295,2.15,2.33,1.81,2.295,1.575,1.445,2.335,1.0199,-0.1309,1.5629,-0.054,0.0895,1.5289,1.3749,0.3902,2.6169,2.4495,2.253,2.3481,2.6727,2.6485,2.565,,-0.019,-0.03125,0.01319,0.14,0.3119,-0.04625,0.465,0.62625,-0.0363,-0.175,1.4555,0.2628,1.2255,1.385,-0.2538,0.8755
2018-07-31,1.735,1.5775,-0.294,1.798,0.123,-0.0925,1.2205,0.5215,3.0279,2.6785,2.9772,3.0392,3.0627,2.9449,2.8813,3.0674,2.329,2.252,2.8575,2.51,3.0475,2.173,3.0175,2.9925,1.331,2.26,2.437,1.945,2.402,1.705,1.5355,2.448,1.0787,-0.1264,1.6312,-0.0243,0.1354,1.5775,1.4215,0.4634,2.762,2.59,2.3984,2.4898,2.821,2.794,2.7045,2.202,-0.019,-0.035,0.02125,0.175,0.36625,-0.05,0.5275,0.695,0.014,-0.1445,1.5202,0.332,1.292,1.452,-0.253,0.9415
2018-08-31,1.658,1.498,-0.31,1.723,0.086,-0.1115,1.127,0.444,2.9305,2.661,2.877,2.9603,2.9737,2.8645,2.8244,2.9831,2.2175,2.17,2.68625,2.345,2.91625,2.1425,2.86625,2.88125,1.285,2.152,2.327,1.825,2.277,1.61,1.462,2.365,1.0085,-0.1209,1.5668,-0.0216,0.1205,1.5223,1.3569,0.4085,2.704,2.5299,2.3981,2.467,2.7525,2.713,2.624,2.253,-0.006,-0.025,0.04,0.21,0.4075,-0.04,0.575,0.75,-0.0112,-0.1485,1.468,0.2734,1.228,1.3945,-0.2468,0.8699
2018-09-28,1.753,1.598,-0.253,1.806,0.2125,-0.01,1.2595,0.6055,3.1203,2.7852,3.0706,3.1332,3.1575,3.0495,2.9894,3.163,2.286,2.201,2.8525,2.47687,3.0825,2.12,3.0325,3.04625,1.335,2.307,2.482,1.99,2.432,1.73,1.553,2.51,1.116,-0.1136,1.6264,0.028,0.2065,1.5894,1.4461,0.5249,2.886,2.7029,2.546,2.6218,2.9282,2.9015,2.8162,2.363,0.00125,-0.019,0.05375,0.2325,0.4325,-0.038,0.60375,0.79,0.0675,-0.1065,1.5365,0.392,1.3247,1.4805,-0.2423,0.9867
2018-10-31,1.743,1.5875,-0.2182,1.785,0.2156,0.005,1.253,0.59,3.2101,2.8995,3.126,3.2778,3.2753,3.1116,3.07,3.2933,2.239,2.161,2.8025,2.4337,3.05125,2.088,2.98875,3.0225,1.414,2.3,2.472,1.97,2.417,1.742,1.585,2.515,1.0968,-0.1298,1.5949,0.004,0.168,1.5649,1.4262,0.4858,3.0,2.8049,2.6836,2.748,3.0359,3.005,2.9085,2.51,-0.007,-0.0225,0.0375,0.22,0.435,-0.0375,0.61875,0.805,0.038,-0.1216,1.507,0.3525,1.301,1.4555,-0.2397,0.957
2018-11-30,1.625,1.478,-0.197,1.67,0.155,-0.0246,1.1407,0.4938,3.036,2.8992,2.9553,3.1339,3.114,2.9645,2.9642,3.139,2.285,2.205,2.7875,2.44812,3.032,2.128,2.967,3.01,1.398,2.19,2.36,1.875,2.308,1.665,1.53,2.4,1.018,-0.1277,1.5545,-0.032,0.115,1.5205,1.3687,0.4204,2.89,2.6004,2.514,2.558,2.903,2.847,2.7345,2.418,-0.0325,-0.04,-0.005,0.15625,0.37,-0.048,0.5525,0.745,-0.0185,-0.1525,1.4585,0.2745,1.2369,1.3965,-0.24,0.8799
2018-12-31,1.605,1.4625,-0.078,1.6475,0.205,0.06,1.1275,0.5075,2.7085,2.7581,2.5703,2.8381,2.8045,2.59,2.657,2.8333,2.076,2.08,2.5525,2.215,2.8025,2.122,2.735,2.7775,1.436,2.0975,2.27,1.8,2.215,1.63,1.525,2.313,0.9714,-0.0988,1.488,-0.0311,0.082,1.4615,1.3155,0.3576,2.684,2.2875,2.2392,2.241,2.6781,2.6167,2.4717,2.2623,-0.0575,-0.05546,-0.05125,0.09,0.29125,-0.05875,0.46,0.63125,-0.077,-0.1741,1.3795,0.1979,1.168,1.324,-0.2322,0.812
2019-01-31,1.478,1.335,-0.052,1.515,0.1817,0.06,1.003,0.4345,2.6582,2.6934,2.5299,2.7948,2.7571,2.5447,2.6069,2.7906,2.03,2.041,2.44625,2.11562,2.7025,2.095,2.63375,2.67875,1.496,2.055,2.2275,1.807,2.1725,1.67,1.5891,2.245,0.8078,-0.122,1.3326,-0.0455,0.0525,1.2998,1.1504,0.2625,2.628,2.221,2.182,2.1895,2.6255,2.5515,2.3942,2.1793,-0.0925,-0.08539,-0.08875,0.04875,0.24125,-0.07625,0.40125,0.56625,-0.0785,-0.1657,1.229,0.1227,1.01,1.171,-0.2237,0.6614
2019-02-28,1.503,1.35,-0.0115,1.538,0.219,0.1025,1.013,0.4689,2.7275,2.6675,2.5689,2.883,2.8354,2.5679,2.6107,2.8755,1.913,1.898,2.40125,2.0438,2.69625,1.953,2.60625,2.685,1.489,2.095,2.265,1.835,2.21,1.6825,1.59,2.303,0.8176,-0.1281,1.375,-0.0445,0.0595,1.3256,1.1695,0.2835,2.6482,2.2194,2.1549,2.1756,2.6515,2.5917,2.4272,2.132,-0.11125,-0.1013,-0.0975,0.06625,0.2581,-0.079,0.4125,0.56,-0.0431,-0.138,1.295,0.1694,1.0615,1.227,-0.21,0.7038
2019-03-29,1.31,1.157,0.0173,1.3475,0.1805,0.1025,0.8345,0.3675,2.4085,2.5426,2.2849,2.5824,2.5178,2.3056,2.3823,2.565,1.615,1.626,2.02875,1.695,2.35,1.726,2.2475,2.37375,1.592,1.96,2.117,1.8,2.067,1.725,1.678,2.16,0.5836,-0.1507,1.1424,-0.1145,-0.0422,1.0782,0.9212,0.1255,2.3154,1.904,1.9109,1.8772,2.342,2.2563,2.074,1.9885,-0.1275,-0.113,-0.1275,0.0075,0.1775,-0.08,0.3175,0.45,-0.1398,-0.2012,1.066,0.0136,0.8155,0.9825,-0.2297,0.472
2019-04-30,1.3225,1.171,-0.0315,1.365,0.1345,0.0475,0.8505,0.3415,2.4897,2.5283,2.3222,2.693,2.6125,2.3159,2.3811,2.6678,1.509,1.496,2.04625,1.64625,2.39,1.548,2.285,2.36375,1.678,2.1,2.255,1.915,2.205,1.8225,1.763,2.303,0.6262,-0.1711,1.1878,-0.1202,-0.0455,1.128,0.9641,0.1291,2.4634,1.9204,1.9035,1.889,2.463,2.3638,2.1522,1.9735,-0.112,-0.10125,-0.1025,0.0325,0.2075,-0.0856,0.35125,0.49375,-0.1293,-0.1922,1.101,0.0382,0.8561,1.025,-0.2308,0.5118
2019-05-31,1.155,1.01,-0.0043,1.188,0.0905,0.0355,0.6854,0.2415,2.0833,2.238,1.916,2.294,2.2099,1.9028,1.9792,2.2666,1.293,1.292,1.72625,1.38,2.0975,1.351,1.98375,2.12875,1.769,1.94,2.095,1.829,2.043,1.821,1.809,2.145,0.46,-0.2011,1.026,-0.1998,-0.1467,0.9605,0.7932,0.0165,2.242,1.7406,1.769,1.734,2.2284,2.129,1.933,1.905,-0.137,-0.12,-0.13375,-0.01375,0.15,-0.09,0.2802,0.41,-0.2313,-0.2757,0.9176,-0.096,0.666,0.8345,-0.2774,0.335
2019-06-28,1.018,0.86,-0.0815,1.063,-0.0475,-0.0815,0.5425,0.1,1.964,2.016,1.765,2.2137,2.1085,1.7431,1.8051,2.1772,1.075,1.069,1.57,1.2025,1.93875,1.119,1.82,1.995,1.815,1.84,2.0,1.75,1.95,1.76,1.79,2.05,0.2581,-0.2879,0.7766,-0.302,-0.273,0.7201,0.5637,-0.1493,2.081,1.7123,1.7775,1.729,2.106,2.0187,1.839,1.903,-0.2025,-0.1813,-0.2,-0.0675,0.09125,-0.14625,0.21,0.3219,-0.3555,-0.3835,0.722,-0.2295,0.4895,0.652,-0.363,0.1786
2019-07-31,0.85,0.688,-0.1291,0.9,-0.1422,-0.1505,0.37,-0.0292,1.9455,2.1017,1.8032,2.163,2.0694,1.8319,1.9111,2.1325,0.93292,0.92647,1.38,1.0225,1.7875,0.96789,1.6475,1.8475,1.851,1.775,1.94,1.743,1.885,1.785,1.818,1.985,0.1265,-0.3195,0.6206,-0.3431,-0.3241,0.562,0.4124,-0.2379,2.0969,1.7682,1.832,1.794,2.123,2.043,1.877,1.936,-0.184,-0.17125,-0.18625,-0.08,0.06583,-0.14385,0.17708,0.28542,-0.4328,-0.449,0.5275,-0.3435,0.299,0.4575,-0.4209,0.009
2019-08-30,0.505,0.38,-0.1259,0.5395,-0.21,-0.1935,0.157,-0.1625,1.3817,1.7935,1.3185,1.5436,1.4675,1.3945,1.5142,1.5195,0.77442,0.78808,1.1013,0.83375,1.41625,0.868,1.30125,1.4663,1.78,1.523,1.635,1.51,1.585,1.6,1.6791,1.65,-0.1801,-0.4085,0.1522,-0.4595,-0.4659,0.1192,0.0189,-0.427,1.762,1.5184,1.637,1.576,1.792,1.708,1.5665,1.786,-0.23,-0.20625,-0.24625,-0.1713,-0.0625,-0.167,0.00875,0.0825,-0.5722,-0.5567,0.1,-0.527,-0.0583,0.052,-0.497,-0.2716
2019-09-30,0.5925,0.48,-0.0761,0.6225,-0.09,-0.089,0.252,-0.035,1.5638,1.827,1.5015,1.7135,1.6444,1.5506,1.6327,1.6925,0.877,0.874,1.15625,0.9087,1.5,0.93,1.38625,1.51375,1.924,1.695,1.765,1.71,1.742,1.7984,1.8647,1.762,-0.0652,-0.34,0.2781,-0.369,-0.368,0.2606,0.1569,-0.3165,1.8644,1.7245,1.8542,1.795,1.9058,1.8487,1.737,1.954,-0.2269,-0.2106,-0.22125,-0.08625,0.0625,-0.17875,0.17,0.3,-0.4535,-0.453,0.2214,-0.4075,0.0764,0.1885,-0.4247,-0.1516
2019-10-31,0.743,0.65,0.1244,0.7575,0.14,0.13,0.4375,0.197,1.602,1.688,1.485,1.7901,1.7059,1.5,1.5515,1.7626,0.954,0.955,1.28625,1.015,1.591,0.982,1.49375,1.61375,1.981,1.854,1.909,1.845,1.889,1.8975,1.945,1.923,0.1209,-0.2819,0.4825,-0.278,-0.249,0.4667,0.351,-0.1671,1.9866,1.763,1.803,1.783,2.024,1.966,1.835,1.88,-0.18,-0.1675,-0.175,-0.07875,0.06125,-0.14125,0.14625,0.24875,-0.3413,-0.3647,0.4289,-0.2616,0.268,0.3949,-0.361,0.0236
2019-11-29,0.8675,0.7705,0.173,0.859,0.239,0.2105,0.5645,0.3183,1.7006,1.7409,1.586,1.8754,1.7982,1.582,1.6185,1.857,0.82977,0.81475,1.22,0.91875,1.52875,0.843,1.43125,1.56,2.002,1.89,1.945,1.88,1.925,1.925,1.9644,1.957,0.1674,-0.2422,0.508,-0.2246,-0.196,0.4996,0.3885,-0.1159,1.9928,1.8246,1.864,1.8485,2.0668,2.017,1.8855,1.918,-0.1175,-0.10625,-0.11125,-0.01875,0.1175,-0.0944,0.20625,0.31375,-0.308,-0.3375,0.4557,-0.2289,0.2978,0.4232,-0.3455,0.0542
2019-12-31,0.9725,0.8875,0.19,0.965,0.27,0.228,0.69,0.39,1.895,1.7704,1.729,2.0914,2.0099,1.689,1.6975,2.0664,1.03,0.991,1.5255,1.185,1.8775,0.976,1.7675,1.898,1.998,2.0675,2.133,2.005,2.11,1.985,1.9825,2.143,0.3256,-0.217,0.684,-0.166,-0.11,0.6743,0.5638,0.0186,2.2587,2.0551,2.0085,2.024,2.333,2.284,2.172,2.011,-0.054,-0.0588,-0.03875,0.0425,0.1625,-0.059,0.2525,0.3475,-0.2379,-0.2915,0.6211,-0.1105,0.4701,0.6042,-0.3212,0.2115
2020-01-31,0.72,0.63,0.1825,0.7165,0.1767,0.1761,0.4344,0.2177,1.4525,1.5422,1.3167,1.669,1.5737,1.3211,1.3783,1.6387,0.743,0.755,1.0788,0.7888,1.41625,0.809,1.3025,1.44625,1.883,1.7175,1.779,1.675,1.757,1.725,1.784,1.7875,0.0536,-0.265,0.3788,-0.26,-0.2368,0.3713,0.2702,-0.1778,1.8945,1.6341,1.702,1.6704,1.9254,1.8535,1.705,1.817,-0.11375,-0.09875,-0.12,-0.0625,0.06,-0.08125,0.14375,0.24,-0.3555,-0.372,0.3362,-0.298,0.178,0.3045,-0.3661,-0.0542
